game_id,drive_id,offense,defense,drive_number,start_field_position,plays,yards,points,result,turnover,touchdown,field_goal,punt,success_rate,ppa,explosiveness
401539475,40153947518,Washington,Oregon,18,35.0,7,11.0,0,PUNT,0,0,0,1,0.2857142857142857,-0.2071478909103753,0.4175190545149934
401539475,40153947519,Washington,Oregon,19,18.0,12,82.0,7,TD,0,1,0,0,0.75,0.5406915207744043,0.9029563834815677
401539475,4015394752,Washington,Oregon,2,35.0,5,32.0,0,PUNT,0,0,0,1,0.0,-0.4029293292047515,0.9
401539475,40153947520,Washington,Oregon,20,35.0,3,75.0,7,TD,0,1,0,0,0.6666666666666666,3.0388775598606608,3.0388775598606608
401539475,40153947521,Oregon,Washington,21,35.0,14,30.0,3,OTHER,0,0,0,0,0.21428571428571427,0.4515723387108374,1.6354128408529043
401539475,4015394753,Washington,Oregon,3,50.0,7,50.0,7,TD,0,1,0,0,0.5714285714285714,0.4933677824697828,0.9113412622357708
401539475,4015394754,Washington,Oregon,4,35.0,5,9.0,0,PUNT,0,0,0,1,0.2,-0.24122677270444992,0.5644456811527379
401539475,4015394755,Washington,Oregon,5,22.0,9,14.0,0,PUNT,0,0,0,1,0.3333333333333333,0.03976607223369344,0.541400757010833
401539475,4015394756,Oregon,Washington,6,10.0,13,108.0,3,FG,0,0,1,0,0.5384615384615384,0.24535115557468348,0.6198619930622703
401539475,4015394757,Oregon,Washington,7,35.0,6,70.0,7,TD,0,1,0,0,0.5,1.5194387799303306,2.0773673470855414
401539475,4015394758,Washington,Oregon,8,35.0,5,6.0,0,PUNT,0,0,0,1,0.2,-0.32414463456882814,0.02335959259791131
401539475,4015394759,Washington,Oregon,9,16.0,10,101.0,3,FG,0,0,1,0,0.4,0.3688783640671288,1.0293626267465599
401539476,4015394761,Liberty,New Mexico State,1,35.0,10,75.0,7,TD,0,1,0,0,0.7,0.7597193899651652,0.9051873512830239
401539476,40153947610,New Mexico State,Liberty,10,35.0,3,0.0,0,OTHER,0,0,0,0,0.0,-0.7029700220436519,0.9
401539476,40153947611,New Mexico State,Liberty,11,35.0,7,7.0,7,TD,0,1,0,0,0.42857142857142855,0.4373458744388213,0.8599677009281379
401539476,40153947612,Liberty,New Mexico State,12,35.0,6,2.0,0,PUNT,0,0,0,1,0.0,-0.6052300128740713,0.9
401539476,40153947613,Liberty,New Mexico State,13,36.0,6,64.0,7,TD,0,1,0,0,0.5,1.029438521555066,1.9404872956619854
