game_id,season,week,start_date,home_team,away_team,home_points,away_points,matchup_class,home_drive_games_pre,home_drive_off_drives_pre,home_drive_def_drives_pre,home_drive_off_ppd_pre,home_drive_def_ppd_pre,home_drive_off_td_rate_pre,home_drive_def_td_rate_pre,home_drive_off_fg_rate_pre,home_drive_def_fg_rate_pre,home_drive_off_to_rate_pre,home_drive_def_to_rate_pre,home_drive_off_punt_rate_pre,home_drive_def_punt_rate_pre,home_drive_off_start_pre,home_drive_def_start_pre,home_drive_off_success_pre,home_drive_def_success_pre,home_drive_off_explosive_pre,home_drive_def_explosive_pre,home_drive_off_ppa_pre,home_drive_def_ppa_pre,home_drive_schedule_def_pre,home_drive_schedule_off_pre,home_drive_off_rating_pre,home_drive_def_rating_pre,home_drive_state_maturity,away_drive_games_pre,away_drive_off_drives_pre,away_drive_def_drives_pre,away_drive_off_ppd_pre,away_drive_def_ppd_pre,away_drive_off_td_rate_pre,away_drive_def_td_rate_pre,away_drive_off_fg_rate_pre,away_drive_def_fg_rate_pre,away_drive_off_to_rate_pre,away_drive_def_to_rate_pre,away_drive_off_punt_rate_pre,away_drive_def_punt_rate_pre,away_drive_off_start_pre,away_drive_def_start_pre,away_drive_off_success_pre,away_drive_def_success_pre,away_drive_off_explosive_pre,away_drive_def_explosive_pre,away_drive_off_ppa_pre,away_drive_def_ppa_pre,away_drive_schedule_def_pre,away_drive_schedule_off_pre,away_drive_off_rating_pre,away_drive_def_rating_pre,away_drive_state_maturity,v3_expected_home_drives,v3_expected_away_drives,v3_home_base_ppd,v3_home_start_field,v3_home_success,v3_home_explosive,v3_home_turnover_rate,v3_home_matchup_ratio,v3_away_base_ppd,v3_away_start_field,v3_away_success,v3_away_explosive,v3_away_turnover_rate,v3_away_matchup_ratio,actual_home_margin,actual_total
401525815,2023,1,2023-09-02 00:00:00+00:00,Kansas,Missouri State,48.0,17.0,FBS_vs_FBS,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,11.499999999999998,11.499999999999998,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,31.0,65.0
401523988,2023,1,2023-09-02 03:00:00+00:00,Hawai'i,Stanford,24.0,37.0,FBS_vs_FBS,1,10.55,12.07,1.9861111111111112,2.7980769230769234,0.22822222222222222,0.3906153846153846,0.0744,0.0744,0.15884444444444445,0.0744,0.3920888888888889,0.3108923076923077,28.956666666666667,31.87,0.3748691358024691,0.371457942057942,1.000420383057295,1.0641587556735526,-0.05264109177261885,0.05207506317127685,100.0,100.0,87.9230941674934,88.0175752060923,0.16666666666666666,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,11.12114,11.65846,2.020826678540381,28.301166666666667,0.395178024691358,0.9552312106815124,0.14136444444444446,0.879230941674934,2.6237460265710135,29.466500000000003,0.39815607392607394,0.9738714400530988,0.09948,1.1361367291231435,-13.0,61.0
401520157,2023,1,2023-09-02 16:00:00+00:00,Iowa,Utah State,24.0,14.0,FBS_vs_FBS,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,11.499999999999998,11.499999999999998,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,10.0,38.0
401520159,2023,1,2023-09-02 16:00:00+00:00,Kentucky,Ball State,44.0,14.0,FBS_vs_FBS,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,11.499999999999998,11.499999999999998,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,30.0,58.0
401520160,2023,1,2023-09-02 16:00:00+00:00,Liberty,Bowling Green,34.0,24.0,FBS_vs_FBS,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,11.499999999999998,11.499999999999998,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,10.0,58.0
401520162,2023,1,2023-09-02 16:00:00+00:00,Michigan,East Carolina,30.0,3.0,FBS_vs_FBS,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,11.499999999999998,11.499999999999998,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,27.0,33.0
401520170,2023,1,2023-09-02 16:00:00+00:00,Purdue,Fresno State,35.0,39.0,FBS_vs_FBS,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,11.499999999999998,11.499999999999998,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,-4.0,74.0
401520172,2023,1,2023-09-02 16:00:00+00:00,SMU,Louisiana Tech,38.0,14.0,FBS_vs_FBS,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,1,12.45,11.309999999999999,2.3721428571428573,1.7404545454545455,0.2674285714285714,0.22054545454545454,0.15582857142857143,0.10894545454545454,0.1286857142857143,0.14349090909090909,0.33177142857142855,0.43047272727272723,30.24142857142857,28.96818181818182,0.39331774891774884,0.34043030303030297,1.156542263261804,0.9090381989826186,0.1720823920608576,-0.07653723236709012,100.0,100.0,113.00587437373065,127.54815323749466,0.16666666666666666,11.496579999999998,11.90622,1.8173419040630439,28.16068181818182,0.38419363636363635,0.9040671895421785,0.1305709090909091,0.7840176236326998,2.411276624447342,29.007785714285717,0.40532476190476185,1.0410982447939925,0.12477714285714286,1.1300587437373064,24.0,52.0
401520179,2023,1,2023-09-02 16:00:00+00:00,Tennessee,Virginia,49.0,13.0,FBS_vs_FBS,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,11.499999999999998,11.499999999999998,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,36.0,62.0
401523994,2023,1,2023-09-02 16:00:00+00:00,TCU,Colorado,42.0,45.0,FBS_vs_FBS,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0,11.5,11.5,2.25,2.25,0.3,0.3,0.12,0.12,0.12,0.12,0.36,0.36,27.5,27.5,0.42,0.42,0.9,0.9,0.0,0.0,100.0,100.0,100.0,100.0,0.0,11.499999999999998,11.499999999999998,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,2.25,27.5,0.42000000000000004,0.9000000000000001,0.12,1.0,-3.0,87.0
