team,conference,classification,logo_url,color,abbreviation,current_elo,offensive_rating,defensive_rating,success_rate,explosive_rate,points_per_drive,drives_per_game,avg_start_field_position,third_down_rate,def_success_rate,explosives_allowed_rate,def_epa_per_play,points_for_per_game,points_against_per_game,schedule_strength_elo,games_played,momentum_label,model_rank
Idaho State,Big Sky,fcs,https://cdn.collegefootballdata.com/logos/500/304.png,#ef8c00,IDST,1513.0321834516371,92.8155125257875,98.97361670291707,0.356681026020587,0.062335073159504636,2.0329842066358004,12.04531674725217,31.34009197202915,0.4006514652446054,0.42512019471601803,0.10514728253569756,-0.04037062712992426,29.0,17.0,100.35281871306333,1,Current-season V3 state,
Illinois,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/356.png,#ff5f05,ILL,1554.0577736475836,119.96098838446719,97.60327314531732,0.4932736335021204,0.09173657403319169,3.1290245700119144,9.978608856595779,29.606027620112442,0.439165756089134,0.4153308822735797,0.05288394004308458,0.08156749543866783,39.0,21.333333333333332,101.57884321415118,3,Current-season V3 state,38.0
Illinois State,MVFC,fcs,https://cdn.collegefootballdata.com/logos/500/2287.png,#CE1126,ILST,1506.4867237748585,83.9878062398822,95.1153130889831,0.347351553761814,0.0878151924184097,1.700527764800602,11.35824505499556,27.77326012313353,0.42964931088780783,0.47981231588754436,0.07087023212785377,0.037205517544274674,28.0,24.0,100.29983056159308,1,Current-season V3 state,
Incarnate Word,Southland,fcs,https://cdn.collegefootballdata.com/logos/500/2916.png,#000000,UIW,1498.6428355254989,97.25460810887077,95.92219228949791,0.4348833491111782,0.09939439711236536,2.109293684064736,11.930600687674712,26.981853510633947,0.4159730879732785,0.4348456531890942,0.09295491738050365,0.16302669252912697,,,100.84755799579204,0,Current-season V3 state,
Indiana,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/84.png,#990000,IU,1696.3899487671067,127.9184446432162,156.53493242228805,0.47492670891094124,0.1398981875830665,3.625136047474001,10.53921382634266,35.113829467139404,0.47991336051308353,0.32233235225758977,0.05130859350200796,-0.10330551809899637,48.333333333333336,5.333333333333333,102.67527906956735,3,Current-season V3 state,1.0
Indiana State,MVFC,fcs,https://cdn.collegefootballdata.com/logos/500/282.png,#00669a,INST,1478.1960503716741,81.04728606911796,76.77030327112527,0.330352608648315,0.06888091133080408,1.6611406418054222,11.199271393451548,27.45180299859416,0.3355979978228123,0.5426773496355388,0.11726871638150212,0.365512119796121,19.0,44.0,101.69996274548275,1,Current-season V3 state,
Iowa,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/2294.png,#000000,IOWA,1612.0206049328556,114.20357860062023,160.0,0.5009226092318384,0.08494960254976247,2.680354983720214,11.93955353262443,33.23828928926419,0.38682479833916306,0.27231046138038817,0.04761118311455325,-0.10925401469255548,37.0,4.333333333333333,104.6706387584592,3,Current-season V3 state,16.0
Iowa State,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/66.png,#c8102e,ISU,1561.1349962179886,105.48738127545748,138.2319411556571,0.4341387151121389,0.13175240202472038,2.5430055245429526,11.462695400284172,31.429297019378836,0.39966102028081346,0.3278369506046588,0.07199063299200034,-0.20546386306792083,35.333333333333336,11.0,106.51584796051148,3,Current-season V3 state,35.0
Jacksonville State,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/55.png,#cc0000,JXST,1511.9056171097936,104.64982884971886,103.93857074610264,0.452940610034674,0.08267573032687935,2.448159798943374,10.491060435018348,27.567455085568582,0.4233616679349418,0.4386108816430632,0.06083949406519924,0.09920796265680215,28.5,24.0,103.10728357806912,4,Current-season V3 state,67.0
James Madison,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/256.png,#450084,JMU,1642.2518564094505,112.96553526662527,131.3757507774537,0.4506854897449518,0.092056147075863,2.9451528180969806,11.62752015562101,34.287311580195826,0.4200579027592191,0.3398966963247626,0.06275171577230358,-0.07262984879912504,44.333333333333336,9.666666666666666,101.77023934523712,3,Current-season V3 state,9.0
Kansas,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/2305.png,#0051ba,KU,1461.25424084071,103.41568077651623,120.75114887962683,0.4283025133686861,0.11304020840064401,2.2580857569839456,12.142277900542915,29.488469046815712,0.42364263947455744,0.33033127712936816,0.06372448863402726,0.044498873075803344,29.666666666666668,22.666666666666668,110.0557628214698,3,Current-season V3 state,101.0
Kansas State,Big 12,fbs,https://cdn.collegefootballdata.com/logos/500/2306.png,#512888,KSU,1581.407863913779,121.90835423787018,135.8682954734893,0.5148577780689514,0.12864501132804582,3.062908706426673,11.424284442600612,31.79774278774677,0.6088325257964023,0.3309498863808793,0.039873756282829784,-0.12572454530736216,45.333333333333336,10.0,106.29801961874159,3,Current-season V3 state,27.0
Kennesaw State,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/338.png,#fdbb30,KENN,1462.0009600172198,93.9378311294571,105.5447951653569,0.4444552017763389,0.08135184986397,1.8377741612220162,11.977248542385073,30.39043277619498,0.3988013753210588,0.37658168083513277,0.06314434789472338,-0.019859367656262464,24.333333333333332,24.333333333333332,107.0222799076578,3,Current-season V3 state,100.0
Kent State,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/2309.png,#002664,KENT,1400.5505493857015,74.45130051910472,86.76980583530087,0.3602069485799157,0.06947830147461045,1.193874626142082,11.86553394354791,28.678926099047292,0.40301802235391077,0.47939835393437413,0.09192854712702518,0.18954341687584816,13.0,43.666666666666664,110.21247163695315,3,Current-season V3 state,133.0
Kentucky,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/96.png,#0033a0,UK,1494.797735706155,107.88636961943973,101.27652143432219,0.46869908531095117,0.06926985577221006,2.5167364825583185,11.390145816190476,32.29792953302933,0.3201929276716443,0.4101459141224739,0.06361877079214473,0.026068668625247975,31.0,26.333333333333332,116.03707664020823,3,Current-season V3 state,79.0
LSU,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/99.png,#461d7c,LSU,1573.005809632994,117.5613873966485,133.3561183826293,0.4790172082599027,0.07192186639799361,2.9054628317190705,12.151942401815674,35.51248409611368,0.5656892435096745,0.32005932330056364,0.05301492185825794,-0.09436596497595309,40.0,18.666666666666668,111.175070244017,3,Current-season V3 state,29.0
Lafayette,Patriot,fcs,https://cdn.collegefootballdata.com/logos/500/322.png,#790000,LAF,1476.1178006288817,71.3488453111132,87.82496555056505,0.2960719535860269,0.05253309399535657,1.2724124316845782,12.248742562008673,24.498904997810847,0.365393100694279,0.4996196633920603,0.12389945549787362,0.29912161816390476,7.0,56.0,98.15620875673322,1,Current-season V3 state,
Lamar,Southland,fcs,https://cdn.collegefootballdata.com/logos/500/2320.png,#000000,LAM,1481.0536982308852,70.82903032011498,87.32981648881275,0.366785404833818,0.06208956510513888,1.1266388113890404,11.574044357341897,24.601091705427553,0.41786571616054247,0.4718563527156123,0.10685988952422755,0.1175671812269926,7.0,38.0,100.22377955772379,1,Current-season V3 state,
Liberty,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/2335.png,#0a254e,LIB,1492.1681119011498,105.20089524813596,108.52405695048569,0.41613627405483256,0.1197876147396181,2.4866212216146235,11.65958378775785,31.136056140541605,0.4432179851072875,0.39515990068962814,0.0743671066211406,0.047149746374190164,29.333333333333332,19.333333333333332,100.82069823691046,3,Current-season V3 state,80.0
Lindenwood,OVC,fcs,https://cdn.collegefootballdata.com/logos/500/2815.png,#000000,LIN,1479.841071504435,74.70190089966327,83.4121876290764,0.3280955958788697,0.05201647407884711,1.4526196949644354,11.688041575000002,26.397692396067903,0.26564650397590106,0.5246790215281102,0.14455634620440141,0.4611353749274299,14.0,48.0,96.58230874809507,1,Current-season V3 state,
Long Island University,NEC,fcs,https://cdn.collegefootballdata.com/logos/500/2341.png,#null,LIU,1488.4011585406142,73.4989439984266,76.48645097248495,0.3057174777494199,0.05228549900653639,1.3350200354089914,11.423278173002426,26.239301980448552,0.29545515603695893,0.5206264592455503,0.09957808429136189,0.2993808901518695,6.0,51.0,99.33846503350125,1,Current-season V3 state,
Louisiana,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/309.png,#ce181e,UL,1497.6026300649762,101.27781452024777,119.36506880140911,0.4015992132896003,0.08238962175749352,2.480613471864065,11.628525552810276,30.440782147286853,0.36377985989532463,0.37700804300492563,0.04695502037978545,-0.01926053768383841,29.666666666666668,23.333333333333332,100.02628559998665,3,Current-season V3 state,75.0
Louisiana Tech,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/2348.png,#003087,LT,1473.083298327183,95.35546330904656,110.69167764559955,0.4057807148122112,0.10475120731155527,2.1928173165556064,13.28455121828089,34.927481686435556,0.4415327559972491,0.3608858214340036,0.08932725252612081,-0.03100276246360454,37.666666666666664,29.0,107.82941966206342,3,Current-season V3 state,93.0
Louisville,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/97.png,#c9001f,LOU,1582.9279402157827,120.45133243107881,108.91416480234201,0.5145148383880331,0.1376797554117315,3.1977768597543212,12.887822935866284,29.99046852093543,0.427349084418169,0.3886117127856952,0.062456752204054874,0.09829805817523311,46.0,28.333333333333332,110.94264905632646,3,Current-season V3 state,26.0
Maine,Coastal Athletic,fcs,https://cdn.collegefootballdata.com/logos/500/311.png,#127dbe,ME,1472.5747410126999,74.85357034949432,81.16227331878338,0.3229723950075667,0.060626468229406025,1.3394082628121036,10.975792929639798,24.664317719930416,0.3752512358509512,0.5204811578322089,0.1324414511733535,0.28427216844597025,9.5,38.5,98.18368231207596,2,Current-season V3 state,
Marshall,Sun Belt,fbs,https://cdn.collegefootballdata.com/logos/500/276.png,#00b140,MRSH,1512.8785017828789,91.10344987639505,95.91519741102978,0.41678767069026856,0.05363471005152971,1.841603527328425,11.631361797362763,28.24508178531486,0.3344664843565792,0.46879694921560416,0.09861576606612674,0.24071429889662468,19.333333333333332,31.666666666666668,99.38598244522153,3,Current-season V3 state,66.0
Maryland,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/120.png,#ce1126,MD,1485.36433898926,121.7124775864017,122.31896931088424,0.48487016837816954,0.1049206677535003,2.982531857772549,11.586258532694456,32.665522942884635,0.540612818278092,0.3444544559199027,0.053297515878216656,-0.08940276386674464,42.0,16.333333333333332,109.66789938288689,3,Current-season V3 state,85.0
Massachusetts,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/113.png,#881c1c,MASS,1396.8408237593358,107.93392664958391,121.49250806775854,0.49625766185255216,0.08899917679935897,2.4967925331853253,11.099409492188771,35.35768153272023,0.3713602259754598,0.3270885127841267,0.04323465866855997,-0.14840631861680859,36.666666666666664,15.0,100.64998214953366,3,Current-season V3 state,135.0
McNeese,Southland,fcs,https://cdn.collegefootballdata.com/logos/500/2377.png,#00529C,MCN,1484.3642312826328,85.06481001430579,84.59663613515646,0.3661545866528021,0.07503269697617104,1.6855871221117533,11.244765214158338,26.119704539160693,0.37858850847932213,0.4925926722437499,0.11904243207421095,0.20910297014857054,,,101.1816844792975,0,Current-season V3 state,
Memphis,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/235.png,#00498f,MEM,1562.7016883383856,112.26514114132776,95.83404382176364,0.44888711400669795,0.12224923042614688,2.850605641629057,11.12040121811798,23.952142316403464,0.40948143552792976,0.43747357102056184,0.09230794770650556,0.29412909510849966,33.5,26.0,98.42837069898448,4,Current-season V3 state,34.0
Mercer,Southern,fcs,https://cdn.collegefootballdata.com/logos/500/2382.png,#ff7f29,MER,1482.312782044518,84.42147798561811,81.6835970824222,0.41594737652057534,0.059138679365539105,1.4943490436760383,11.876646407286795,26.505758017419765,0.36534164871425323,0.48524458805125825,0.18134972422423035,0.48332509874137664,11.0,44.0,102.18439647657858,1,Current-season V3 state,
Mercyhurst,NEC,fcs,https://cdn.collegefootballdata.com/logos/500/2385.png,#000000,MERC,1481.4058353578985,77.01616241610085,84.77461109871427,0.36981982168641975,0.08513850820671476,1.4255784745611837,13.425,26.996567683542594,0.34211861472534283,0.4665504639698105,0.1399408505076658,0.31438078119482427,10.5,60.5,104.07982324832446,2,Current-season V3 state,
Merrimack,FCS Independents,fcs,https://cdn.collegefootballdata.com/logos/500/2771.png,#000000,MRMK,1475.947479572937,73.25007004639825,90.54835135542069,0.32558434783878687,0.05661340740546349,1.285202112286497,12.320949067025001,24.857162936132042,0.3207054373525209,0.48382481835797625,0.10894746947763445,0.3127492197253115,7.0,42.0,98.02309687857549,1,Current-season V3 state,
Miami,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/2390.png,#f47321,MIA,1671.6043337785156,123.3766632888499,140.7437854766157,0.49760416957048426,0.11056408182793175,3.327965064413235,12.213905783940552,28.140493759683867,0.5090285715734018,0.3454293137515328,0.046458522317988846,-0.07493939704164304,51.666666666666664,11.0,106.3794210671449,3,Current-season V3 state,4.0
Miami (OH),Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/193.png,#c41230,M-OH,1484.8941087791895,103.98167241976894,98.98157758909967,0.4717199309881069,0.14429140589591147,2.140154811964077,10.742981026087136,30.99075953803379,0.4581932484274169,0.397329097223128,0.09469907648519432,0.1112600535588251,30.0,33.666666666666664,110.07745260786689,3,Current-season V3 state,86.0
Michigan,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/130.png,#00274c,MICH,1601.3152235831376,100.89773726566933,125.70073657234444,0.43003940729908274,0.05327555786278279,2.263121615917249,10.858435026508667,30.433524271552123,0.4474882869043628,0.3467419220815169,0.04462508446300955,-0.019770305018821363,27.333333333333332,13.0,112.31727372697323,3,Current-season V3 state,19.0
Michigan State,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/127.png,#173f35,MSU,1487.382241500644,112.58510857659522,109.48573159768641,0.47844593194649265,0.07085100947601167,2.5542321912122006,10.299290155057342,35.3537317877134,0.4617154121902436,0.41051669193275603,0.10679734882093764,0.12675472271911536,25.0,18.0,117.35637762335165,3,Current-season V3 state,81.0
Middle Tennessee,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/2393.png,#036eb7,MTSU,1428.562240508002,104.87530977511581,103.79326688533438,0.4463450098336166,0.06921605787766694,2.3465799124927447,10.615848986047036,29.473853031739107,0.3397737897214205,0.4150093753719586,0.052696839151609984,-0.08868312051648936,30.333333333333332,20.666666666666668,100.7243899025,3,Current-season V3 state,115.0
Minnesota,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/135.png,#7a0019,MINN,1516.130212997092,107.6088745398793,119.2075487260737,0.44894383531511617,0.09586009868864125,2.4845783107018624,11.020308567134771,34.60972200769592,0.4393897885197918,0.344255067340699,0.05753045152639237,-0.009085657982960939,37.666666666666664,17.333333333333332,104.93216170554129,3,Current-season V3 state,63.0
Mississippi State,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/344.png,#5d1725,MSST,1534.6858405556543,130.31188712717358,116.71005403468128,0.49112808669324837,0.12676438373589027,3.558846312473879,11.885231439913323,31.06771687438149,0.5216524877396158,0.3543791589876891,0.05952999273520273,-0.09293324062695445,47.0,20.0,118.81506412432518,3,Current-season V3 state,52.0
Mississippi Valley State,SWAC,fcs,https://cdn.collegefootballdata.com/logos/500/2400.png,#005328,MVSU,1490.6661532704009,79.58243517242107,92.83643553095013,0.34704005232609575,0.07020361813536814,1.4625000000000001,12.375,28.06420467086442,0.3044909350573979,0.4410564095314227,0.07979687864827474,0.0808744971659931,0.0,52.0,100.62010446017561,1,Current-season V3 state,
Missouri,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/142.png,#f1b82d,MIZ,1596.8404238903113,107.87607526044995,134.99782820629392,0.45466211922877997,0.09769163012518818,2.574421823652345,12.529320581498649,36.94364025458745,0.40231786746168174,0.3249573042121618,0.07270460319335056,-0.20356385442790456,39.666666666666664,17.333333333333332,107.67635825148415,3,Current-season V3 state,22.0
Missouri State,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/2623.png,#5e0009,MOST,1457.2029871534278,101.24368986718972,87.90751380121968,0.4444547029679245,0.11320849320190521,2.1361334670686163,10.953888061132913,28.183688821271378,0.37487623490755206,0.4863832210972797,0.06246860507884755,0.20186295283395816,24.0,31.333333333333332,104.20657046173312,3,Current-season V3 state,103.0
Monmouth,Coastal Athletic,fcs,https://cdn.collegefootballdata.com/logos/500/2405.png,#051844,MONM,1489.0220990362182,97.98928263577852,85.24133348452492,0.42432716813525695,0.06712256186262983,2.015318127121467,11.937127699154185,28.456733482128197,0.46619463501520797,0.4873547371204034,0.10508893940219374,0.2604016965768428,14.0,49.0,103.65565362037404,1,Current-season V3 state,
Montana,Big Sky,fcs,https://cdn.collegefootballdata.com/logos/500/149.png,#751D4A,MONT,1489.2445661242182,91.1491152012663,86.51373657146209,0.41481455565626046,0.06600331464220079,1.8967464868728494,12.047398174708,27.950792576329352,0.36208105137704694,0.43684230914914224,0.11244776528120737,0.17863683721165263,17.0,52.0,99.35121222339082,1,Current-season V3 state,
Montana State,Big Sky,fcs,https://cdn.collegefootballdata.com/logos/500/147.png,#00205c,MTST,1525.3357716407338,97.47415152851467,103.14274049749802,0.4219082025423657,0.06668872508497967,2.0525317401212537,11.009832761980686,29.608136303422206,0.39025099993217555,0.42624329014620754,0.0675372173976482,0.05666709989255869,20.0,7.0,102.0978624672965,1,Current-season V3 state,
Morgan State,MEAC,fcs,https://cdn.collegefootballdata.com/logos/500/2415.png,#014786,MORG,1480.4248854368768,75.05257899888711,81.29491911365163,0.3470494909831194,0.056371798903154025,1.3276166135055558,12.026484653336375,26.811737663017432,0.29926946962307105,0.5612441535179944,0.14251105291170046,0.4449729758483487,7.0,70.0,102.67465965007234,1,Current-season V3 state,
Murray State,MVFC,fcs,https://cdn.collegefootballdata.com/logos/500/93.png,#002148,MUR,1460.0203562990123,70.89556607498922,74.00634024345877,0.34900500088168035,0.05238010012903373,1.1498773883895304,11.229672795877391,24.599144363662518,0.24380787283314898,0.5505289976564364,0.13420517793259357,0.3495925947355168,7.0,48.5,100.00835735516148,2,Current-season V3 state,
NC State,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/152.png,#cc0000,NCSU,1511.8340025818159,110.39540496664173,110.99257874702,0.45229963615472385,0.10287750968289866,2.8353847723436796,12.047755578461441,30.05343594276183,0.4777332519319305,0.4481752780111349,0.06728807021164256,0.13960378253748254,37.333333333333336,23.0,107.58838441782304,3,Current-season V3 state,68.0
Navy,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/2426.png,#00225b,NAVY,1557.6641559782015,111.61811968325036,98.29604076193247,0.44086645400714364,0.08393395936988785,2.8222864845795272,10.635590322238109,28.3958005404468,0.4299666764106814,0.42957986842044094,0.11328413749860317,0.12988247596288863,36.0,26.5,95.9488706745775,2,Current-season V3 state,36.0
Nebraska,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/158.png,#d00000,NEB,1551.6753357726154,131.08637836556636,135.74902486132368,0.5256891985521924,0.1272813308558743,3.637661670013629,10.513994568654136,28.50423380073307,0.5348397518344958,0.34658289433861655,0.04821739686484784,-0.04615502714826229,46.333333333333336,11.666666666666666,104.67291087315701,3,Current-season V3 state,42.0
Nevada,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2440.png,#041e42,NEV,1414.6165642833798,94.23038144143072,106.35336160901078,0.3997742124041633,0.0785960061263305,2.100582395468414,11.091675214397132,27.721685617000155,0.3915830923802606,0.41002339589950243,0.05228486850983398,0.05612668338833993,25.333333333333332,20.333333333333332,100.70770055603589,3,Current-season V3 state,122.0
New Hampshire,Coastal Athletic,fcs,https://cdn.collegefootballdata.com/logos/500/160.png,#004990,UNH,1481.4816044381432,76.03051967648918,81.33849957399613,0.3466959940234395,0.05634967068730119,1.4090588116376945,12.595084023216154,24.666626670587668,0.36238155158612767,0.5460732522243006,0.13249844203722116,0.33061785054157194,3.0,66.0,97.40161623670821,1,Current-season V3 state,
New Mexico,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/167.png,#ba0c2f,UNM,1533.8090923044351,105.28925307426339,143.27289143313735,0.406366134514172,0.08119340518301893,2.544060608785867,12.036970630151036,38.70777673857618,0.38404602228524587,0.33148067903790057,0.05105114537968673,-0.07784251312809798,38.0,9.333333333333334,106.75544074237405,3,Current-season V3 state,53.0
New Mexico State,Conference USA,fbs,https://cdn.collegefootballdata.com/logos/500/166.png,#8c0b42,NMSU,1412.6135163716106,96.61908220936445,99.1759871503247,0.4234958293377322,0.08969423040060087,2.088172889340227,11.705685068217182,26.336994299018087,0.5148949649207859,0.40930051578901055,0.08020869695405361,-0.09540967168046857,29.0,25.666666666666668,100.31837370113989,3,Current-season V3 state,124.0
Nicholls,Southland,fcs,https://cdn.collegefootballdata.com/logos/500/2447.png,#C41230,NICH,1464.8914255971824,61.01199512883677,80.18906959249678,0.30250219669914713,0.04594260435520962,0.8522349774380489,12.743249420855527,27.13724638104742,0.2641658198501017,0.4997225743653756,0.08447406621812711,0.3705066632249947,1.5,65.0,99.14650148784119,2,Current-season V3 state,
Norfolk State,MEAC,fcs,https://cdn.collegefootballdata.com/logos/500/2450.png,#0c8968,NORF,1475.7591470793957,73.86573467623792,86.12761533708967,0.3674300529088633,0.04765647574509928,1.1340800681300716,11.860340387346472,32.38890635129013,0.31717879354167344,0.49515383465299717,0.1116698748067377,0.23545238854259473,6.5,45.0,110.66789640867015,2,Current-season V3 state,
North Alabama,UAC,fcs,https://cdn.collegefootballdata.com/logos/500/2453.png,#000000,UNA,1484.1355826603399,77.77891076330413,93.80675303557966,0.3618990993194343,0.058598372232371757,1.4431868672656838,12.274296493061527,27.564811099199705,0.2724259670465111,0.4494582219316518,0.09072992297927956,0.14463612208343718,14.0,31.0,99.80407849804122,1,Current-season V3 state,
North Carolina,ACC,fbs,https://cdn.collegefootballdata.com/logos/500/153.png,#7bafd4,UNC,1478.8073016930507,101.54797210494279,110.6970002624784,0.4731968656576862,0.07678255448816845,2.1920232653443614,10.463521651256954,28.83904363930842,0.39952185915791427,0.3991612104572033,0.058449201869659545,-0.17054436956570776,23.333333333333332,13.666666666666666,102.00748542651222,3,Current-season V3 state,90.0
North Carolina A&T,Coastal Athletic,fcs,https://cdn.collegefootballdata.com/logos/500/2448.png,#0505aa,NCAT,1477.2239090559724,78.0514768106016,79.36297174123946,0.33976630605579294,0.06010420579086225,1.4469017222262115,11.734153438198526,25.63212121788021,0.3466246324829223,0.535609676460587,0.17329229119693682,0.4929703285999518,10.0,59.0,100.4832813164063,1,Current-season V3 state,
North Carolina Central,MEAC,fcs,https://cdn.collegefootballdata.com/logos/500/2428.png,#880023,NCCU,1490.5939070208733,87.04992287371567,90.18946707131934,0.3772296074005492,0.07262282952279367,1.753677569780117,11.889198190104711,27.80944949846954,0.3706334910271609,0.47071083346644027,0.11479123393140894,0.2813595832194836,,,100.56928944494078,0,Current-season V3 state,
North Dakota,MVFC,fcs,https://cdn.collegefootballdata.com/logos/500/155.png,#00A26B,UND,1486.8575790055522,86.43618471605677,92.84340979221918,0.3694340016891103,0.07050285071871923,1.6778293708193108,11.387146661827124,29.46615157304531,0.2929041973397294,0.419486609231215,0.12267333611766834,0.22815090834084917,7.0,34.0,105.3869169398602,1,Current-season V3 state,
North Dakota State,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2449.png,#00583d,NDSU,1571.9641792817276,109.22014386217408,134.47534966538578,0.3982043601963314,0.07887696158795118,2.6918756375133412,10.428257485800001,29.75942024464408,0.4346703849206305,0.3821724225997951,0.06506955928923397,-0.026561470171699308,35.0,12.25,101.35412771477995,4,Current-season V3 state,30.0
North Texas,American Athletic,fbs,https://cdn.collegefootballdata.com/logos/500/249.png,#00853e,UNT,1553.9801701874785,116.36923778624433,88.7805054238833,0.45359741499318745,0.09984491582294637,2.867373600259846,11.266225098639001,28.698465284778585,0.51435485041738,0.43955748317787624,0.09999201336238173,0.3131713686204203,31.666666666666668,35.666666666666664,104.72546462244674,3,Current-season V3 state,39.0
Northern Arizona,Big Sky,fcs,https://cdn.collegefootballdata.com/logos/500/2464.png,#003976,NAU,1486.5236749805392,74.19316996344287,102.39108305785615,0.3300159939899071,0.0670741933681034,1.2555347953503069,11.565634064084737,26.670471101347157,0.29604102464745546,0.47566880033315906,0.09556024925464522,0.16596063138689945,7.0,35.0,102.874646315534,1,Current-season V3 state,
Northern Colorado,Big Sky,fcs,https://cdn.collegefootballdata.com/logos/500/2458.png,#13558D,UNCO,1485.0871662796756,84.17882312119313,97.78513695566656,0.3497166249963673,0.07408043701217869,1.662006997313753,11.613526814237556,27.364531346557108,0.34500118137499836,0.4293219089508688,0.06937415542438317,0.027797906608982816,13.0,21.0,98.14711052350296,1,Current-season V3 state,
Northern Illinois,Mountain West,fbs,https://cdn.collegefootballdata.com/logos/500/2459.png,#c8102e,NIU,1403.157018760906,82.5624253559503,91.5240844741363,0.3871227777184625,0.0707836283677061,1.4787612402468047,11.526405761047322,29.54206363790568,0.3589578387982363,0.4178092441401491,0.10665669250467742,-0.041918199982035345,13.666666666666666,36.666666666666664,106.77202213491937,3,Current-season V3 state,130.0
Northern Iowa,MVFC,fcs,https://cdn.collegefootballdata.com/logos/500/2460.png,#473282,UNI,1481.3410856383111,73.83049720136252,80.9132255040089,0.3716183817054761,0.05314898447601576,1.1090341286867114,11.777857470034593,29.56378495870281,0.37247815722508004,0.5588566305946137,0.11854452120787663,0.36330165790476265,0.0,55.0,114.52482322578162,1,Current-season V3 state,
Northwestern,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/77.png,#582c83,NU,1532.5435325672101,114.36445342804787,117.07251510219064,0.48894857129548097,0.11917419868264581,2.832740739843617,11.517289712848564,31.779433370278284,0.4278128538005762,0.4320679434815283,0.06318166399247664,0.0807644722624479,37.5,12.5,107.45572952612892,2,Current-season V3 state,54.0
Northwestern State,Southland,fcs,https://cdn.collegefootballdata.com/logos/500/2466.png,#492F91,NWST,1472.24263544156,61.50272708527849,74.12243043991967,0.2517153429279272,0.056264315920961865,1.0558137845621507,13.24588217174517,25.617723874827917,0.2682241967400331,0.5685643630157102,0.20899792995100663,0.7208291619668511,6.0,80.0,102.26740930164846,1,Current-season V3 state,
Notre Dame,FBS Independents,fbs,https://cdn.collegefootballdata.com/logos/500/87.png,#0c2340,ND,1677.6736637162999,125.78509386368967,150.89013597916147,0.4824900041158302,0.10818117581697564,3.3586762213905916,10.382783686347151,35.89204939649839,0.451915099996295,0.32081865865012255,0.04688868674281521,-0.15071820389055635,40.0,7.666666666666667,108.69108053372466,3,Current-season V3 state,2.0
Ohio,Mid-American,fbs,https://cdn.collegefootballdata.com/logos/500/195.png,#024230,OHIO,1527.739024694203,98.59762912854522,86.50387678194063,0.45382054497129876,0.07315615833857506,2.1361060124706883,11.273619959860447,29.716277600244368,0.4944038542968776,0.4344726937810952,0.09789061777781152,0.22395908781264182,28.666666666666668,39.0,101.52762292054233,3,Current-season V3 state,57.0
Ohio State,Big Ten,fbs,https://cdn.collegefootballdata.com/logos/500/194.png,#ba0c2f,OSU,1661.132790322011,120.36432589600881,154.96552073249458,0.5034744295623256,0.08825633741881297,3.0553221952724603,11.794524001780664,31.632252631494286,0.3854180576414714,0.27104129501137875,0.02693107735180553,-0.34903532058830244,46.0,10.0,106.23416286875002,3,Current-season V3 state,5.0
Oklahoma,SEC,fbs,https://cdn.collegefootballdata.com/logos/500/201.png,#841617,OU,1579.5741147020601,96.4552165244621,146.4785112178103,0.4269676240328316,0.0925519923846531,1.9756532613475266,11.19191612120586,29.8733213529084,0.4494712494394359,0.31686297972097865,0.055346613568396624,-0.09551688899670023,25.0,7.666666666666667,116.64709493164571,3,Current-season V3 state,28.0
