cfbd_game_id,start_date,week,away_team,home_team,predicted_winner,winner_confidence,model_confidence,ats_cover_probability,ats_home_cover_probability,ats_projected_home_margin,ats_margin_sd,ats_edge_points,final_away_score,final_home_score,source_type,market_provider,market_captured_at_utc,market_capture_timing,bet_type,bet_team,market_line,market_odds,stake,result,profit_loss,selection_rule,bet_number,cumulative_profit_loss
401858208,2026-09-05 16:00:00+00:00,1,New Hampshire,Syracuse,New Hampshire,0.5566698208369516,0.9315013643027008,0.9315013643027008,0.06849863569729922,-0.3911390187828445,23.463067101766867,34.891139018782845,3.0,66.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,New Hampshire,34.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,28,-790.9
401858425,2026-09-05 16:00:00+00:00,1,North Texas,Indiana,Indiana,0.8481600685290458,0.8486631109657459,0.8486631109657459,0.15133688903425419,16.316229257813653,23.463067101766867,24.183770742186347,16.0,52.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,North Texas,40.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,29,-699.99
401858430,2026-09-05 16:00:00+00:00,1,Ohio,Nebraska,Ohio,0.5115100839598237,0.833988088204569,0.833988088204569,0.16601191179543093,0.7397578444649895,23.463067101766867,22.76024215553501,21.0,49.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Ohio,23.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,30,-799.99
401862701,2026-09-05 16:00:00+00:00,1,Bryant,Army,Army,0.8097657068013074,0.815547599724423,0.815547599724423,0.184452400275577,16.41780700999024,23.463067101766867,21.08219299000976,3.0,59.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Bryant,37.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,31,-899.99
401866410,2026-09-05 16:00:00+00:00,1,Tarleton State,Bowling Green,Bowling Green,0.5682272057176248,0.5535174988912982,0.5535174988912982,0.5535174988912982,4.657035026748169,23.463067101766867,3.1570350267481686,20.0,13.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Bowling Green,-1.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,32,-999.99
401869960,2026-09-05 16:00:00+00:00,1,Liberty,James Madison,James Madison,0.901460034653177,0.7435011280932666,0.7435011280932666,0.7435011280932666,21.34900008493374,23.463067101766867,15.349000084933738,13.0,20.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,James Madison,-6.0,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,33,-909.08
401858207,2026-09-05 16:30:00+00:00,1,Miami (OH),Pittsburgh,Pittsburgh,0.7073238458985966,0.605381610733391,0.605381610733391,0.39461838926660897,9.379250581338134,24.76881448854107,6.620749418661866,14.0,59.0,official_locked,Bovada,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Miami (OH),16.0,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,34,-1009.08
401858432,2026-09-05 16:30:00+00:00,1,Ball State,Ohio State,Ohio State,0.9446978404700664,0.8379929144406574,0.8379929144406574,0.1620070855593426,26.571944633033453,24.76881448854107,24.428055366966547,3.0,56.0,official_locked,Bovada,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Ball State,51.0,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,35,-1109.08
401856665,2026-09-05 16:45:00+00:00,1,Kent State,South Carolina,South Carolina,0.7918615090676172,0.8117509862213097,0.8117509862213097,0.18824901377869027,14.245559246977926,25.164254126870276,22.254440753022074,0.0,57.0,official_locked,Bovada,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Kent State,36.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,36,-1209.08
401856659,2026-09-05 17:00:00+00:00,1,Youngstown State,Kentucky,Kentucky,0.5880951968730042,0.7730346971712692,0.7730346971712692,0.22696530282873087,3.196643779124792,25.776361991780814,19.30335622087521,13.0,45.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Youngstown State,22.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,37,-1309.08
401856779,2026-09-05 17:00:00+00:00,1,Southeast Missouri State,Iowa State,Iowa State,0.8164018044888228,0.713676988846038,0.713676988846038,0.28632301115396197,15.958036968800524,25.776361991780814,14.541963031199476,10.0,38.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Southeast Missouri State,30.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,38,-1218.17
401864496,2026-09-05 17:00:00+00:00,1,Duquesne,Air Force,Air Force,0.8343555469497356,0.6452243462257861,0.6452243462257861,0.35477565377421394,19.899368038098498,25.776361991780814,9.600631961901502,0.0,34.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Duquesne,29.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,39,-1318.17
401862698,2026-09-05 18:00:00+00:00,1,Rhode Island,Temple,Temple,0.6624203979386954,0.5866343099775253,0.5866343099775253,0.41336569002247475,9.04603689591982,24.91581966850664,5.453963104080181,14.0,38.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Rhode Island,14.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,40,-1418.17
401856658,2026-09-05 19:00:00+00:00,1,Tennessee State,Georgia,Georgia,0.9168261789452726,0.8272907057960311,0.8272907057960311,0.17270929420396883,23.43637436155375,24.4444184285587,23.06362563844625,3.0,63.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Tennessee State,46.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,41,-1518.17
401856636,2026-09-05 19:30:00+00:00,1,Baylor,Auburn,Auburn,0.7001935425134044,0.5778817374339981,0.5778817374339981,0.5778817374339981,12.382383281408146,24.84959308835741,4.882383281408146,16.0,17.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Auburn,-7.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,42,-1618.17
401856666,2026-09-05 19:30:00+00:00,1,Furman,Tennessee,Tennessee,0.8509939557675459,0.8832655965302557,0.8832655965302557,0.11673440346974429,18.89243504956559,24.84959308835741,29.60756495043441,9.0,56.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Furman,48.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,43,-1527.26
401856667,2026-09-05 19:30:00+00:00,1,Texas State,Texas,Texas,0.7574719500674724,0.7753153249501823,0.7753153249501823,0.2246846750498177,10.702106988471314,24.84959308835741,18.797893011528686,7.0,59.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Texas State,29.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,44,-1627.26
401858433,2026-09-05 19:30:00+00:00,1,Boise State,Oregon,Oregon,0.8244250872086458,0.6405648520387434,0.6405648520387434,0.35943514796125664,15.554916153408776,24.84959308835741,8.945083846591224,27.0,34.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Boise State,24.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,45,-1536.35
401858434,2026-09-05 19:30:00+00:00,1,Marshall,Penn State,Penn State,0.8120159052813252,0.6292188225129174,0.6292188225129174,0.37078117748708267,15.304974733580622,24.84959308835741,8.195025266419378,0.0,45.0,official_locked,Bovada,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Marshall,23.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,46,-1636.35
401862694,2026-09-05 19:30:00+00:00,1,The Citadel,Charlotte,Charlotte,0.5337020518378143,0.7292463015433357,0.7292463015433357,0.2707536984566643,5.328451102650405,24.84959308835741,15.171548897349595,43.0,41.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,The Citadel,20.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,47,-1545.44
401862696,2026-09-05 19:30:00+00:00,1,Towson,Navy,Navy,0.841335912961845,0.7069094843977638,0.7069094843977638,0.2930905156022362,16.972415553108398,24.84959308835741,13.527584446891602,15.0,42.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Towson,30.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,48,-1454.53
401862700,2026-09-05 19:30:00+00:00,1,UT Rio Grande Valley,UTSA,UTSA,0.8071518961336929,0.6887200214739642,0.6887200214739642,0.31127997852603584,16.268397229884116,24.84959308835741,12.231602770115884,16.0,45.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,UT Rio Grande Valley,28.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,49,-1554.53
401864499,2026-09-05 19:30:00+00:00,1,Fordham,North Dakota State,North Dakota State,0.913433750520498,0.7507454067741656,0.7507454067741656,0.24925459322583443,24.680868396704,24.84959308835741,16.819131603296,0.0,38.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Fordham,41.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,50,-1463.62
401866627,2026-09-05 19:30:00+00:00,1,Maine,App State,App State,0.708386873568129,0.6251612174408333,0.6251612174408333,0.3748387825591667,11.571375773732845,24.84959308835741,7.928624226267155,3.0,55.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Maine,19.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,51,-1563.62
401856772,2026-09-05 19:45:00+00:00,1,Oklahoma State,Tulsa,Tulsa,0.7338373947148193,0.8393689725919946,0.8393689725919946,0.8393689725919946,10.580878330430302,24.278316260635904,24.080878330430302,10.0,24.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Tulsa,13.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,52,-1472.71
401856635,2026-09-05 20:15:00+00:00,1,North Alabama,Arkansas,Arkansas,0.7005018017856283,0.886410939016609,0.886410939016609,0.11358906098339101,11.665443170089643,23.87638909713043,28.834556829910355,14.0,31.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,North Alabama,40.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,53,-1381.8
401858426,2026-09-05 20:15:00+00:00,1,Northern Illinois,Iowa,Iowa,0.8774999930749159,0.7143106064863322,0.7143106064863322,0.28568939351366784,18.485437149701283,23.87638909713043,13.514562850298717,0.0,40.0,official_locked,Bovada,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Northern Illinois,32.0,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,54,-1481.8
401868356,2026-09-05 21:00:00+00:00,1,Alcorn State,Southern Miss,Southern Miss,0.747393666216417,0.593875123002313,0.593875123002313,0.40612487699768696,12.986161458853632,23.213747347054287,5.513838541146368,3.0,49.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Alcorn State,18.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,55,-1581.8
401867973,2026-09-05 22:00:00+00:00,1,Norfolk State,Old Dominion,Old Dominion,0.8978276914665986,0.7582694274336554,0.7582694274336554,0.2417305725663446,24.08089257102376,23.430875787433187,16.41910742897624,10.0,31.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Norfolk State,40.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,56,-1490.89
401856668,2026-09-05 23:00:00+00:00,1,Missouri State,Texas A&M,Texas A&M,0.8258656389178631,0.8750327542354168,0.8750327542354168,0.12496724576458317,14.504071258341,22.59516425425255,25.995928741659,0.0,50.0,official_locked,Bovada,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Missouri State,40.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,57,-1590.89
401856669,2026-09-05 23:00:00+00:00,1,Austin Peay,Vanderbilt,Vanderbilt,0.871699395348968,0.6497782141036624,0.6497782141036624,0.35022178589633757,19.80714864494313,22.59516425425255,8.69285135505687,9.0,28.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Austin Peay,28.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,58,-1499.98
401856770,2026-09-05 23:00:00+00:00,1,Abilene Christian,Texas Tech,Texas Tech,0.9204994292561084,0.7875317679628863,0.7875317679628863,0.21246823203711376,24.471627596458063,22.59516425425255,18.028372403541937,10.0,33.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Abilene Christian,42.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,59,-1409.07
401856771,2026-09-05 23:00:00+00:00,1,Nicholls,Kansas State,Kansas State,0.8504630779742468,0.8416336077719332,0.8416336077719332,0.15836639222806684,18.877845794139887,22.59516425425255,22.622154205860113,3.0,71.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Nicholls,41.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,60,-1509.07
401862697,2026-09-05 23:00:00+00:00,1,Houston Christian,Rice,Rice,0.6161809837150716,0.7468059978041319,0.7468059978041319,0.2531940021958681,7.486136849505982,22.59516425425255,15.013863150494018,3.0,31.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Houston Christian,22.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,61,-1609.07
401867866,2026-09-05 23:00:00+00:00,1,Murray State,Middle Tennessee,Middle Tennessee,0.7753714478039289,0.5680810648412753,0.5680810648412753,0.4319189351587247,16.625137392503436,22.59516425425255,3.8748626074965635,14.0,38.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Murray State,20.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,62,-1709.07
401868140,2026-09-05 23:00:00+00:00,1,Eastern Kentucky,Jacksonville State,Jacksonville State,0.7843068866442708,0.5900357104664489,0.5900357104664489,0.40996428953355113,15.35650825362599,22.59516425425255,5.143491746374011,7.0,49.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Eastern Kentucky,20.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,63,-1809.07
401868170,2026-09-05 23:00:00+00:00,1,Charleston Southern,Georgia Southern,Georgia Southern,0.8008168284604449,0.6601235757335053,0.6601235757335053,0.33987642426649467,16.172706854708313,22.59516425425255,9.327293145291687,0.0,31.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Charleston Southern,25.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,64,-1909.07
401856660,2026-09-05 23:30:00+00:00,1,Clemson,LSU,LSU,0.5568655757526144,0.6156419222999323,0.6156419222999323,0.3843580777000677,3.094466931270091,21.783479374204916,6.405533068729909,10.0,51.0,official_locked,Bovada,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Clemson,9.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,65,-2009.07
401856662,2026-09-05 23:30:00+00:00,1,UL Monroe,Mississippi State,Mississippi State,0.7796900200650455,0.7654577224021256,0.7654577224021256,0.23454227759787438,12.729428705075556,21.783479374204916,15.770571294924444,13.0,62.0,official_locked,Bovada,2026-09-05T09:21:07.215390+00:00,pregame,Spread,UL Monroe,28.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,66,-2109.07
401858211,2026-09-05 23:30:00+00:00,1,VMI,Virginia Tech,Virginia Tech,0.6882237123624446,0.9781919072635519,0.9781919072635519,0.02180809273644815,11.546150528774866,21.783479374204916,43.95384947122513,3.0,73.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,VMI,55.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,67,-2209.07
401858428,2026-09-05 23:30:00+00:00,1,Western Michigan,Michigan,Michigan,0.5103042333557142,0.903888800685857,0.903888800685857,0.09611119931414305,-0.9063716403597156,21.783479374204916,28.406371640359716,12.0,13.0,official_locked,Bovada,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Western Michigan,27.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,68,-2118.16
401869129,2026-09-05 23:30:00+00:00,1,Northwestern State,Louisiana Tech,Louisiana Tech,0.860151626472588,0.8765751926628084,0.8765751926628084,0.12342480733719159,19.27396104486634,21.783479374204916,25.22603895513366,6.0,80.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Northwestern State,44.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,69,-2218.16
401856637,2026-09-05 23:45:00+00:00,1,Florida Atlantic,Florida,Florida,0.808999246530403,0.6615227990042998,0.6615227990042998,0.3384772009957002,15.3068566277111,26.866378953769736,11.1931433722889,21.0,66.0,official_locked,Bovada,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Florida Atlantic,26.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,70,-2318.16
401856775,2026-09-06 00:00:00+00:00,1,Utah Tech,BYU,BYU,0.8770112003744334,0.875567686588995,0.875567686588995,0.12443231341100508,20.19834631638457,27.14538359981182,31.30165368361543,7.0,63.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Utah Tech,51.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,71,-2418.16
401858427,2026-09-06 00:00:00+00:00,1,Hampton,Maryland,Maryland,0.6000249624421965,0.9243197760016337,0.9243197760016337,0.07568022399836628,6.553360609167974,27.14538359981182,38.946639390832026,0.0,62.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Hampton,45.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,72,-2518.16
401858431,2026-09-06 00:00:00+00:00,1,South Dakota State,Northwestern,Northwestern,0.6829726093615411,0.5550145240604569,0.5550145240604569,0.4449854759395431,8.744681455482223,27.14538359981182,3.7553185445177775,18.0,34.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,South Dakota State,12.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,73,-2618.16
401869142,2026-09-06 00:00:00+00:00,1,Lamar,Louisiana,Louisiana,0.693796944485166,0.6661104005463601,0.6661104005463601,0.3338895994536399,8.849257908763995,27.14538359981182,11.650742091236005,7.0,38.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Lamar,20.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,74,-2718.16
401870790,2026-09-06 01:00:00+00:00,1,Mercyhurst,New Mexico State,Mercyhurst,0.5109852709862559,0.8332806103310706,0.8332806103310706,0.1667193896689294,1.8151612690332328,27.589482129211696,26.684838730966767,14.0,51.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Mercyhurst,28.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,75,-2818.16
401856773,2026-09-06 01:30:00+00:00,1,Northern Arizona,Arizona,Arizona,0.8262371739336553,0.7144036665663412,0.7144036665663412,0.28559633343365876,15.82259910328873,27.68411655789941,15.67740089671127,7.0,35.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Northern Arizona,31.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,76,-2727.25
401860879,2026-09-06 01:30:00+00:00,1,Portland State,San Diego State,San Diego State,0.8587770243184681,0.7742052731251181,0.7742052731251181,0.22579472687488186,19.660288218476687,27.68411655789941,20.839711781523313,20.0,53.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Portland State,40.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,77,-2636.34
401856774,2026-09-06 02:00:00+00:00,1,Morgan State,Arizona State,Arizona State,0.8277902162669677,0.8473030938027327,0.8473030938027327,0.1526969061972673,17.021331839054586,26.81015433511452,27.478668160945414,7.0,70.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Morgan State,44.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,78,-2736.34
401864497,2026-09-06 02:00:00+00:00,1,UNLV,Hawai'i,Hawai'i,0.5449899098236697,0.5731926910043704,0.5731926910043704,0.5731926910043704,1.9466993653354687,26.81015433511452,4.946699365335469,21.0,6.0,official_locked,Bovada,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Hawai'i,3.0,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,79,-2836.34
401866411,2026-09-06 02:00:00+00:00,1,Mississippi Valley State,Sacramento State,Sacramento State,0.5234583876876232,0.9125082748654101,0.9125082748654101,0.0874917251345899,1.1356776160368725,26.81015433511452,36.36432238396313,0.0,52.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Mississippi Valley State,37.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,80,-2936.34
401858210,2026-09-06 02:30:00+00:00,1,UCLA,California,California,0.7767637676746195,0.7168326684956381,0.7168326684956381,0.7168326684956381,13.6605889441227,28.180948495876812,16.1605889441227,45.0,24.0,official_locked,Bovada,2026-09-05T09:21:07.215390+00:00,pregame,Spread,California,2.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,81,-3036.34
401864432,2026-09-06 02:30:00+00:00,1,Western Kentucky,Nevada,Nevada,0.5076850855696416,0.5526194716589639,0.5526194716589639,0.5526194716589639,2.22783890922571,28.180948495876812,3.72783890922571,14.0,49.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Nevada,1.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,82,-2945.43
401858437,2026-09-06 20:00:00+00:00,1,Washington State,Washington,Washington,0.7163568095410904,0.6970130450700047,0.6970130450700047,0.3029869549299953,8.849079805965374,28.40267372588275,14.650920194034626,10.0,24.0,official_locked,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Washington State,23.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,83,-2854.52
401856661,2026-09-06 23:30:00+00:00,1,Louisville,Ole Miss,Ole Miss,0.7004812302174508,0.5602071949266838,0.5602071949266838,0.5602071949266838,10.717412004844302,27.838704566628387,4.217412004844302,38.0,41.0,official_locked,DraftKings,2026-09-06T10:23:56.277410+00:00,pregame,Spread,Ole Miss,-6.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,84,-2954.52
401858212,2026-09-07 23:30:00+00:00,1,SMU,Florida State,SMU,0.5418180948899729,0.5525889223456679,0.5525889223456679,0.5525889223456679,0.551161770267278,26.86102698454296,3.551161770267278,27.0,24.0,live_completed,DraftKings,2026-09-06T10:23:56.277410+00:00,pregame,Spread,Florida State,3.0,-110.0,100.0,PUSH,0.0,ats_cover_probability_at_least_55pct,85,-2954.52
401858213,2026-09-11 00:00:00+00:00,2,Florida A&M,Miami,Miami,0.9522969952448618,0.9882377192833721,0.9882377192833721,0.011762280716627873,26.8061,14.43562670227819,32.6939,7.0,77.0,historical_market_backfill,Bovada,2026-09-14T10:42:31.312346+00:00,historical_market_backfill,Spread,Florida A&M,59.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,86,-3054.52
401858215,2026-09-11 23:00:00+00:00,2,Villanova,Louisville,Louisville,0.847134488165266,0.9578821181266255,0.9578821181266255,0.04211788187337454,12.9015,14.825778775312736,25.5985,13.0,59.0,historical_market_backfill,Bovada,2026-09-14T10:42:31.312346+00:00,historical_market_backfill,Spread,Villanova,38.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,87,-3154.52
401858220,2026-09-11 23:00:00+00:00,2,Norfolk State,Virginia,Virginia,0.9086217927994322,0.9763084942369504,0.9763084942369504,0.02369150576304952,20.4234,13.6553225562091,27.0766,3.0,59.0,historical_market_backfill,DraftKings,2026-09-14T10:42:31.312346+00:00,historical_market_backfill,Spread,Norfolk State,47.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,88,-3254.52
401858222,2026-09-11 23:00:00+00:00,2,Richmond,NC State,NC State,0.712445031687095,0.9834462371051034,0.9834462371051034,0.01655376289489666,2.7409,14.43562670227819,30.7591,0.0,73.0,historical_market_backfill,DraftKings,2026-09-14T10:42:31.312346+00:00,historical_market_backfill,Spread,Richmond,33.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,89,-3354.52
401856678,2026-09-12 00:00:00+00:00,2,Missouri,Kansas,Kansas,0.5708683546658097,0.7307303470783074,0.7307303470783074,0.7307303470783074,2.6182,14.825778775312736,9.1182,38.0,21.0,live_completed,DraftKings,2026-09-06T10:23:56.277410+00:00,pregame,Spread,Kansas,6.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,90,-3454.52
401856679,2026-09-12 16:00:00+00:00,2,Oklahoma,Michigan,Oklahoma,0.5102415703988716,0.6465875447722524,0.6465875447722524,0.35341245522774756,-9.3426,12.875018410140008,4.842599999999999,10.0,17.0,live_completed,DraftKings,2026-09-06T10:23:56.277410+00:00,pregame,Spread,Oklahoma,-4.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,91,-3554.52
401856683,2026-09-12 16:00:00+00:00,2,Arizona State,Texas A&M,Texas A&M,0.73648644453853,0.672462064725313,0.672462064725313,0.32753793527468705,7.877,14.825778775312736,6.623,20.0,48.0,live_completed,DraftKings,2026-09-06T10:23:56.277410+00:00,pregame,Spread,Arizona State,14.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,92,-3654.52
401856781,2026-09-12 16:00:00+00:00,2,Washington State,Kansas State,Kansas State,0.7979466245142038,0.5907058716310065,0.5907058716310065,0.4092941283689935,13.368,13.6553225562091,3.1319999999999997,7.0,34.0,live_completed,DraftKings,2026-09-05T09:21:07.215390+00:00,pregame,Spread,Washington State,16.5,-110.0,100.0,LOSS,-100.0,ats_cover_probability_at_least_55pct,93,-3754.52
401856782,2026-09-12 16:00:00+00:00,2,Oregon,Oklahoma State,Oregon,0.8820675672027167,0.6102711300164909,0.6102711300164909,0.6102711300164909,-18.3484,14.825778775312736,4.151599999999998,31.0,39.0,live_completed,DraftKings,2026-09-06T10:23:56.277410+00:00,pregame,Spread,Oklahoma State,22.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,94,-3663.61
401858218,2026-09-12 16:00:00+00:00,2,East Tennessee State,North Carolina,North Carolina,0.6696795182401708,0.9815111396656533,0.9815111396656533,0.018488860334346727,6.201,14.045474629243644,29.299,3.0,35.0,historical_market_backfill,DraftKings,2026-09-14T10:42:31.312346+00:00,historical_market_backfill,Spread,East Tennessee State,35.5,-110.0,100.0,WIN,90.91,ats_cover_probability_at_least_55pct,95,-3572.7
