game_id,season,week,elo_difference,rating_difference,state_maturity,side,team,opponent,actual_points,actual_40_plus,actual_10_or_less,expected_points,prob_40_plus,prob_10_or_less,expected_drives,ppd,td_rate,fg_rate,turnover_rate,success_rate,ppa,explosive_rate,yards_per_drive,matchup_ratio
401424416,2022,1,175.7024642408328,28.049679167487028,0.0,away,UAlbany,Baylor,10.0,0.0,1.0,21.198,0.054,0.179,11.767,1.7883302071779696,0.2269643389589749,0.1129663680711053,0.1218219424610059,0.3623790069782426,-0.0536308755680311,0.0791695360198613,29.492087453198508,0.8361230836710037
401425418,2022,1,29.68122303260816,4.140311442143826,0.0,home,Arkansas State,Grambling,58.0,1.0,0.0,26.81,0.137,0.076,12.172,2.077017305079514,0.2603715911482067,0.1293263987333197,0.1177628326959979,0.4048493040686953,0.0371425743295336,0.086362386147081,32.82881070707327,0.9421442257328336
401425418,2022,1,29.68122303260816,4.140311442143826,0.0,away,Grambling,Arkansas State,3.0,0.0,1.0,24.959,0.109,0.103,12.07,1.9314521696942737,0.2552732763990885,0.093287140937064,0.1076364849114735,0.3927736739156824,0.0408007062547194,0.0940520075084669,31.476657916636096,0.8992813598034877
401403854,2022,1,107.2761846669846,15.948635917620097,0.0,home,Alabama,Utah State,55.0,1.0,0.0,28.297,0.156,0.066,12.234,2.2398011729267697,0.2676572660941026,0.1358627181416546,0.1056413264556278,0.4224945960453588,0.1031949641777553,0.0888617469142804,36.25419851778327,1.0166644061859054
401403854,2022,1,107.2761846669846,15.948635917620097,0.0,away,Utah State,Alabama,0.0,0.0,1.0,23.785,0.085,0.133,12.558,1.9052993149657944,0.2403828533988206,0.1042392056830738,0.1147786951435115,0.3792758011869819,0.0296910667001685,0.0736844503381576,30.22909883071415,0.8753049673188191
401403861,2022,1,86.712390706198,5.704332088581225,0.0,home,Mississippi State,Memphis,49.0,1.0,0.0,30.429,0.204,0.033,11.724,2.396074533634803,0.3102488170580569,0.1089997769517926,0.1063072527617747,0.4378638868522196,0.1372788164412536,0.0905732885996853,37.13330231447232,1.0638557983064352
401403861,2022,1,86.712390706198,5.704332088581225,0.0,away,Memphis,Mississippi State,23.0,0.0,0.0,27.862,0.15,0.067,11.559,2.276650658726467,0.2891473191982334,0.1177355602268293,0.1014205520300537,0.4124184056080963,0.1042006398402355,0.0885675178699625,34.87765812513192,1.0066261822968967
401403863,2022,1,46.244415127535376,-3.679589295677431,0.0,home,South Carolina,Georgia State,35.0,0.0,0.0,25.089,0.111,0.108,11.709,2.035102084194497,0.2559618454619341,0.1152779114930975,0.1072586510890388,0.4016835211736598,0.0526336171505405,0.0866199786001653,33.52872973641562,0.9438765090211996
401403863,2022,1,46.244415127535376,-3.679589295677431,0.0,away,Georgia State,South Carolina,14.0,0.0,0.0,26.785,0.124,0.071,11.718,2.189811530367053,0.2752837971112703,0.1203287412345345,0.0924636493376773,0.4119913462887096,0.0722843592176829,0.0827835248930086,33.86104693740179,0.9796518309260582
401404124,2022,1,94.27612669392828,6.147839784627109,0.0,home,Ohio State,Notre Dame,21.0,0.0,0.0,33.276,0.298,0.025,12.13,2.4390045183246456,0.3084482183585487,0.121295751497604,0.1004344653158982,0.4600951503735425,0.2226076550989751,0.1068543918309434,38.18252488289996,1.0848663179018894
401404124,2022,1,94.27612669392828,6.147839784627109,0.0,away,Notre Dame,Ohio State,10.0,0.0,1.0,30.639,0.212,0.034,11.945,2.38283526383318,0.3141368961685595,0.0955524987870335,0.1024855692800487,0.4274426833085457,0.12755557139601,0.0948799532832888,35.34429133953543,1.0316677601232127
401426539,2022,1,61.50862205623798,5.049683696972323,0.0,home,North Texas,SMU,10.0,0.0,1.0,29.98,0.209,0.046,11.837,2.4469628123515923,0.3197215410645589,0.0992334543492439,0.0963208288394397,0.3985085284595428,0.1154177262894865,0.0911581441761189,35.917742614548644,1.0375268453355984
401426539,2022,1,61.50862205623798,5.049683696972323,0.0,away,SMU,North Texas,48.0,1.0,0.0,26.163,0.114,0.084,11.885,2.1410555214447617,0.2663162954868136,0.1164734354044631,0.0949369653372749,0.413212505396355,0.126712258229821,0.0929472372018192,34.93256032005107,0.9881659348442025
401403970,2022,1,28.18838102494942,-1.0580502292754377,0.0,home,Stanford,Colgate,41.0,1.0,0.0,26.687,0.118,0.067,11.382,2.21431466282374,0.2903438497259104,0.1053903321346736,0.1143235275300803,0.4094501465918653,0.0420338633430606,0.0928026208963437,34.09090037078506,0.9826029132242052
401403970,2022,1,28.18838102494942,-1.0580502292754377,0.0,away,Colgate,Stanford,10.0,0.0,1.0,26.689,0.118,0.086,11.424,2.184970125130553,0.2876611440446697,0.1061033852616924,0.1112864605543326,0.4313945237770422,0.060854692733816,0.0982578909249797,35.43581509947977,0.9939773811528692
401404055,2022,1,104.8288341364671,13.162195889449578,0.0,home,Texas Tech,Murray State,63.0,1.0,0.0,32.757,0.27,0.022,11.607,2.502554944636012,0.3278256741078096,0.1108869718154842,0.1023858098633229,0.4437331196249348,0.1319181443296221,0.1089774948597026,36.82138255400803,1.0824921978236193
401404055,2022,1,104.8288341364671,13.162195889449578,0.0,away,Murray State,Texas Tech,10.0,0.0,1.0,24.884,0.085,0.108,11.277,2.0491433349294823,0.2674388282654852,0.105339858982206,0.1223774859964847,0.4068469923305475,0.0114329602414081,0.0839515661776743,33.58773269665018,0.9469183232573778
401404059,2022,1,107.73178196902768,14.391251728899675,0.0,home,Texas,UL Monroe,52.0,1.0,0.0,31.899,0.263,0.04,12.158,2.4856571204417333,0.324276810694429,0.105731184425398,0.0947035025297626,0.4307597480279488,0.1144357586464376,0.0915701623416858,36.213756757183184,1.0642441376512712
401404059,2022,1,107.73178196902768,14.391251728899675,0.0,away,UL Monroe,Texas,10.0,0.0,1.0,25.292,0.103,0.095,12.107,1.9946858608942235,0.252127723149629,0.113321988324559,0.0912556913726532,0.3941010513606177,0.0549734519975263,0.0848935266820886,31.29690484958575,0.9186014782159152
401411099,2022,1,58.31394365573578,-9.647805544789378,0.0,home,Syracuse,Louisville,31.0,0.0,0.0,27.241,0.153,0.072,11.599,2.206677154848047,0.2840446220028574,0.1067904125680426,0.08616607716182,0.4109432266248938,0.0762257305785162,0.0860445673058919,34.592031313096335,0.9895860761145688
401411099,2022,1,58.31394365573578,-9.647805544789378,0.0,away,Louisville,Syracuse,7.0,0.0,1.0,31.062,0.238,0.04,11.563,2.485786789483244,0.3198816241798833,0.1133154340805368,0.0755627860374979,0.4378284749823037,0.1406666536825675,0.0997917382196668,37.59090294454404,1.086777518518553
401415210,2022,1,9.549632385509767,-12.905965558910369,0.0,home,New Mexico,Maine,41.0,1.0,0.0,20.376,0.04,0.197,11.774,1.7158365770353343,0.2199438355075124,0.1025902999855908,0.101013837032958,0.371502051318362,-0.047827103302817,0.0747875123259557,29.224842507645967,0.8289786323437183
401415210,2022,1,9.549632385509767,-12.905965558910369,0.0,away,Maine,New Mexico,0.0,0.0,1.0,26.427,0.109,0.066,11.869,2.119748368798229,0.2751114696959361,0.1084646527120068,0.0957436911805651,0.4105825645146594,0.0389003963155191,0.0873739499067254,32.89066175233484,0.9619306090377824
401403974,2022,1,119.85814185802178,20.5650208562935,0.0,home,Washington State,Idaho,24.0,0.0,0.0,32.531,0.283,0.042,11.743,2.5700987480420725,0.3399847922578228,0.1036477501574003,0.0945323284179483,0.4279184396733927,0.0994183450357069,0.0903678752557624,35.87461496944224,1.082835152813835
401403974,2022,1,119.85814185802178,20.5650208562935,0.0,away,Idaho,Washington State,17.0,0.0,0.0,22.749,0.072,0.144,11.799,1.843731024779079,0.2395701173141096,0.0986758542908077,0.1250487358114683,0.3986325013096773,-0.0332965801975889,0.0786226766165062,30.763114833011095,0.8789918589824167
401403969,2022,1,45.86380882453432,-7.944912156618017,0.0,home,Oregon State,Boise State,34.0,0.0,0.0,26.287,0.128,0.093,11.698,2.096129107607655,0.2691666365454609,0.1047201053646976,0.1091448044406913,0.4120480333052922,0.0832054525886707,0.0881969977297757,34.16895201013604,0.9624846449316496
401403969,2022,1,45.86380882453432,-7.944912156618017,0.0,away,Boise State,Oregon State,17.0,0.0,0.0,28.94,0.176,0.061,11.504,2.326195812959107,0.2892168515490878,0.1314114825784852,0.1071962333336401,0.4340120602907787,0.1169669661373137,0.0878318191565427,36.13602739060107,1.038566048870639
401403973,2022,1,53.69460858351568,-4.163809246838753,0.0,home,Washington,Kent State,45.0,1.0,0.0,28.879,0.177,0.048,11.706,2.338654065970125,0.3010874034344134,0.1102875389793092,0.1214864181902478,0.4396559357159918,0.1044721173991726,0.0873374353012869,35.09129779400657,1.0340614011222673
401403973,2022,1,53.69460858351568,-4.163809246838753,0.0,away,Kent State,Washington,20.0,0.0,0.0,29.295,0.193,0.055,11.526,2.404145915286875,0.2976692431444698,0.1372252770127257,0.0889230040839711,0.4470493479071438,0.1424291598710134,0.0914475164924887,37.22276086907189,1.070776458468004
401426543,2022,1,-49.30489466839754,-36.27037610456523,0.2,home,Hawai'i,Western Kentucky,17.0,0.0,0.0,22.187,0.063,0.149,12.812,1.786450671409291,0.2208281669581698,0.1057899614120976,0.1494540135450244,0.3863103801672382,-0.1575317606604992,0.1004500645732745,30.712957220846185,0.8545399322261055
401426543,2022,1,-49.30489466839754,-36.27037610456523,0.2,away,Western Kentucky,Hawai'i,49.0,1.0,0.0,45.278,0.665,0.005,12.856,3.01808479984535,0.4023854331521319,0.0903080493439751,0.0813995979741773,0.4918746716278326,0.3111969760618904,0.1214944986028336,41.82709913776496,1.2413222131162347
401403867,2022,1,13.86246858372806,34.10527427316103,0.0,home,Florida State,LSU,24.0,0.0,0.0,35.521,0.359,0.02,11.639,2.789565429322021,0.3685727377356676,0.1027302678310961,0.0901784780397962,0.4713043652711166,0.2415247778624195,0.1087996184727766,40.25376244357421,1.1674844020583572
401403867,2022,1,13.86246858372806,34.10527427316103,0.0,away,LSU,Florida State,23.0,0.0,0.0,21.237,0.054,0.18,11.675,1.79154146188608,0.2309130898069766,0.0845754957161446,0.0991756775367738,0.3796981745235593,0.0217669203775846,0.0837009849425549,29.08313039897423,0.8519201330005498
401411101,2022,1,-110.32394715383704,-29.409324899978454,0.0,home,Georgia Tech,Clemson,10.0,0.0,1.0,18.482,0.028,0.27,11.907,1.542445241656222,0.1945658641563907,0.0960953390857506,0.112598828934612,0.3792430225102513,-0.0567420540777898,0.0726399683157194,28.34219820135803,0.7913224661463828
401411101,2022,1,-110.32394715383704,-29.409324899978454,0.0,away,Clemson,Georgia Tech,41.0,1.0,0.0,30.472,0.217,0.046,11.891,2.429421772354381,0.3039823452893049,0.1312603077673145,0.0929665343052152,0.4194470557527751,0.086044142247327,0.0914203829496446,36.21578358119642,1.0494929666963464
401415613,2022,2,142.47211241310424,40.353911132055146,0.2,home,UCF,Louisville,14.0,0.0,0.0,38.323,0.45,0.008,11.696,2.919299008391238,0.3888441461786935,0.086585518049028,0.0590700312580216,0.4766256881488752,0.2710464781761842,0.1021279588220939,40.6565562331307,1.217202031754177
401415613,2022,2,142.47211241310424,40.353911132055146,0.2,away,Louisville,UCF,20.0,0.0,0.0,18.829,0.03,0.257,10.995,1.6426594235775431,0.2138878663985691,0.0707221276906273,0.1172702137861078,0.3930978237905023,0.1068554427546718,0.0892517758521048,29.7096542529288,0.8248166477342892
401415214,2022,2,8.18910632562529,12.42211301349019,0.2,home,New Mexico,Boise State,14.0,0.0,0.0,23.796,0.08,0.137,12.605,1.8341858329832856,0.235468128595413,0.0826114973659963,0.1274881692313987,0.3705070509413324,0.0071903286313333,0.0812297919130461,28.642092799929188,0.8460395667445574
401415214,2022,2,8.18910632562529,12.42211301349019,0.2,away,Boise State,New Mexico,31.0,0.0,0.0,19.307,0.037,0.231,12.412,1.5000541353621109,0.1812081615577576,0.105289303052578,0.1429891250794219,0.3609269239593288,-0.0359270409539431,0.0734074067868643,26.207604993634096,0.7555939414361564
401403868,2022,2,-37.43960595161343,-38.7750216963756,0.2,home,Texas,Alabama,19.0,0.0,0.0,20.809,0.044,0.191,12.094,1.679506122426781,0.2117743940040961,0.0913232054194234,0.0856283595355512,0.3558007895287315,-0.0471088872655447,0.0662204358951885,26.748255705432317,0.8003602782586072
401403868,2022,2,-37.43960595161343,-38.7750216963756,0.2,away,Alabama,Texas,20.0,0.0,0.0,34.286,0.324,0.017,12.323,2.512615667946422,0.3139872145763129,0.1230288282637482,0.0794476513980162,0.4498801005302748,0.2494973656700736,0.0937115836177824,37.50181666419415,1.100656258096412
401403869,2022,2,112.73189829436978,1.7232918854456898,0.2,home,Arkansas,South Carolina,44.0,1.0,0.0,24.471,0.088,0.121,12.449,1.914211351480912,0.2420614897607469,0.0977439689629022,0.089868792559563,0.3804804436112113,0.0706466852037405,0.084139673250691,31.046332120073696,0.8872031908964574
401403869,2022,2,112.73189829436978,1.7232918854456898,0.2,away,South Carolina,Arkansas,30.0,0.0,0.0,22.324,0.063,0.149,12.121,1.7927831769787743,0.2173311827964072,0.1167137963292303,0.1129441313507012,0.3819510947141278,0.0324591077365173,0.0769875257766245,30.28227682695171,0.8594753924102524
401403876,2022,2,119.56355886527945,22.13975609257844,0.2,home,Kansas State,Missouri,40.0,1.0,0.0,31.241,0.233,0.037,11.914,2.381896766169051,0.3143385960493693,0.0829198749042115,0.0828428027692858,0.4411505001365287,0.3076002821706385,0.1128952039370052,34.40794424203316,1.0382038827595308
401403876,2022,2,119.56355886527945,22.13975609257844,0.2,away,Missouri,Kansas State,12.0,0.0,0.0,22.017,0.052,0.156,12.201,1.7159844800750197,0.2109412286607326,0.1060654353051189,0.1115367648673173,0.3963883694130926,-0.0042115188666589,0.0702474734334498,29.823454572111945,0.8504085694591553
401403879,2022,2,-39.589423710280926,-17.986305464549986,0.2,home,Vanderbilt,Wake Forest,25.0,0.0,0.0,24.348,0.088,0.122,12.664,1.9725100390858,0.2547914587207792,0.0800809352969387,0.080032924402974,0.3946798403785359,0.1082769844654613,0.0844931350337754,31.635153751386195,0.9104736896337072
401403879,2022,2,-39.589423710280926,-17.986305464549986,0.2,away,Wake Forest,Vanderbilt,45.0,1.0,0.0,34.4,0.342,0.025,12.824,2.4496502074149893,0.3055707580745092,0.1265105779496329,0.0902004477790871,0.4451683148950782,0.0917669628965738,0.1137531713819097,36.81404920385327,1.0737834472490433
401405071,2022,2,144.58865713244768,56.07089184622595,0.0,home,Minnesota,Western Illinois,62.0,1.0,0.0,34.686,0.331,0.028,11.098,2.816755923096648,0.3700651180555257,0.1179754232428356,0.080890491524274,0.4444664021468681,0.1301124136348353,0.087454447842226,41.23087567268867,1.1826695807982033
401405071,2022,2,144.58865713244768,56.07089184622595,0.0,away,Western Illinois,Minnesota,10.0,0.0,1.0,14.807,0.01,0.405,11.022,1.4281824508988934,0.1842193386288168,0.0831133646237107,0.1178465338581308,0.3447032726376565,-0.1273656937679355,0.0689871098625246,25.203483006381678,0.7224049782849951
401405073,2022,2,78.57503380886942,-16.078657973599917,0.2,home,Northwestern,Duke,23.0,0.0,0.0,22.02,0.062,0.152,12.247,1.7915269028386067,0.2308577904271713,0.0824549029521476,0.1081949947159273,0.3885449701182641,0.0140617048447724,0.0862986227602468,31.49849489581004,0.8680694517954491
401405073,2022,2,78.57503380886942,-16.078657973599917,0.2,away,Duke,Northwestern,31.0,0.0,0.0,28.922,0.176,0.049,12.272,2.1912101410341096,0.269496446883767,0.1204518326830715,0.099089817083131,0.4560722118275527,0.1817153882185181,0.0978099046500066,36.650357677414576,1.0209385167790903
401405079,2022,2,223.0571941424041,1.6779996534165775,0.2,home,Ohio State,Arkansas State,45.0,1.0,0.0,26.967,0.144,0.068,11.752,2.2280595087151536,0.2824262755154504,0.0910137702061484,0.0781930213059172,0.4221123398156571,0.1416662785444712,0.0973076798441083,34.656368420491894,1.0008622611650069
401405079,2022,2,223.0571941424041,1.6779996534165775,0.2,away,Arkansas State,Ohio State,12.0,0.0,0.0,27.079,0.136,0.068,11.764,2.2058088873002784,0.2866609260775787,0.0896407756295893,0.0816076749688875,0.4193411209311653,0.1256372176451301,0.0928452940585685,33.888602369393446,0.985963752112486
401405080,2022,2,149.79455716563302,13.127885839009592,0.2,home,Penn State,Ohio,46.0,1.0,0.0,31.387,0.253,0.045,12.14,2.4692328924862066,0.3192618728470069,0.0987362666464658,0.0721852608335182,0.4222174843354794,0.1794032003248971,0.0873745459979415,36.08927309733859,1.0634963510369246
401405080,2022,2,149.79455716563302,13.127885839009592,0.2,away,Ohio,Penn State,10.0,0.0,1.0,25.222,0.098,0.091,12.273,2.027074807401367,0.2516541356044858,0.1131728336774476,0.0856881154516311,0.399851351630014,0.0620397994156897,0.0718209055594814,32.57207300726756,0.934033634379389
401411103,2022,2,62.00720958964007,-11.02723635042014,0.2,home,Georgia State,North Carolina,28.0,0.0,0.0,28.383,0.17,0.061,12.261,2.270566725582793,0.2962613850497367,0.0867860740199869,0.0942227369405638,0.4006725920898229,0.1162494363018697,0.0887753068697118,34.07011620062048,0.9892354782107284
401411103,2022,2,62.00720958964007,-11.02723635042014,0.2,away,North Carolina,Georgia State,35.0,0.0,0.0,32.82,0.277,0.022,12.192,2.590541525943112,0.3272100935572561,0.1131328742565175,0.0878300402869791,0.426587271634978,0.1754171699444059,0.0882172867641966,37.37719728630543,1.0914220796292813
401411105,2022,2,169.4784389494664,43.07168474236329,0.2,home,Miami,Southern Miss,30.0,0.0,0.0,36.836,0.401,0.014,12.469,2.676774374686188,0.3462122354619439,0.0988961504629589,0.1120168450420546,0.4614739503857128,0.2720651210151257,0.0928362648942295,37.32556193275622,1.1239363798497082
401411105,2022,2,169.4784389494664,43.07168474236329,0.2,away,Southern Miss,Miami,7.0,0.0,1.0,18.306,0.015,0.263,12.494,1.5032234579948531,0.1765493380885644,0.1181632680016418,0.1708682613939787,0.3404543243231017,-0.1525991848415196,0.079125492637627,27.00845136537429,0.7437847482320161
401426553,2022,2,48.13272305538226,-9.573418838314836,0.2,home,Army,UTSA,38.0,0.0,0.0,30.216,0.218,0.036,10.903,2.579991345741565,0.3416175263963619,0.0848389640321376,0.0779283172249349,0.4238333265916985,0.2291462898725846,0.0952429372480841,36.08098792473975,1.0887343566202667
401426553,2022,2,48.13272305538226,-9.573418838314836,0.2,away,UTSA,Army,41.0,1.0,0.0,34.539,0.315,0.011,10.978,2.888296432743091,0.3713771429776566,0.1175680209688358,0.0764243483256718,0.4568578526283643,0.2173874883851906,0.0918042992934002,41.35310687832464,1.204066222978912
401411106,2022,2,157.28353019610063,13.511481598849002,0.0,home,NC State,Charleston Southern,55.0,1.0,0.0,26.313,0.125,0.072,12.323,2.031376268409034,0.2690817143556108,0.0864871433879086,0.1175840419293978,0.4070964232679467,0.0472673004212412,0.093220245974256,32.43737355044383,0.9339315215640058
401411106,2022,2,157.28353019610063,13.511481598849002,0.0,away,Charleston Southern,NC State,3.0,0.0,1.0,21.498,0.054,0.199,12.425,1.7235626167147056,0.2272103493543852,0.0815891210480519,0.1205214141364081,0.3674383481502663,-0.0258423205493991,0.093420666212318,29.674953558148022,0.8243700250265296
401416597,2022,2,105.956789117246,-21.55571833279097,0.2,home,Central Michigan,South Alabama,24.0,0.0,0.0,24.511,0.084,0.112,13.136,1.8935200280270457,0.2464348822210725,0.0728623243280233,0.1012465627415532,0.3710504113892701,0.0117621093433997,0.0644034672542187,29.35076581665824,0.8662636845083149
401416597,2022,2,105.956789117246,-21.55571833279097,0.2,away,South Alabama,Central Michigan,38.0,0.0,0.0,35.293,0.372,0.027,13.204,2.480654760013506,0.3251994533476354,0.0899654201842801,0.0713299745508138,0.4343847691240696,0.1611491408125209,0.0887387968289059,33.91090153380957,1.0571793893928714
401403982,2022,2,162.91788880358035,34.47409772381991,0.0,home,Utah,Southern Utah,73.0,1.0,0.0,40.395,0.522,0.004,10.906,3.2007538544802974,0.425460788253966,0.1124350063787491,0.0954530816299736,0.4933894389705525,0.3019740693585217,0.1104697570435242,44.45377092029338,1.294549810164831
401403982,2022,2,162.91788880358035,34.47409772381991,0.0,away,Southern Utah,Utah,7.0,0.0,1.0,23.201,0.073,0.131,11.063,1.9800916792381664,0.2617810642381172,0.0873344651352621,0.1177417016588245,0.4098667501677187,0.0318120824998297,0.0728462901954068,32.66481714558634,0.9216326470329927
401415614,2022,2,-7.951731508552257,-33.167476252627665,0.0,home,Temple,Lafayette,30.0,0.0,0.0,18.269,0.018,0.255,11.439,1.5353678751540591,0.2012870611433155,0.0772241741418748,0.1173154685200474,0.3850420905452093,-0.0425363006633278,0.0627497070860929,27.6163812998237,0.7848494765448661
401415614,2022,2,-7.951731508552257,-33.167476252627665,0.0,away,Lafayette,Temple,14.0,0.0,0.0,33.271,0.273,0.023,11.286,2.638979995704412,0.3412732812817648,0.1220492628759728,0.0868915313430081,0.4679086298896206,0.1477154641454435,0.1119841196629165,40.42103881438429,1.1495256239514695
401416594,2022,2,32.10668372160421,-18.718281783202343,0.2,home,Ball State,Western Michigan,30.0,0.0,0.0,23.623,0.071,0.122,12.021,1.8926291639029305,0.237913609730269,0.0969551722861169,0.1036668619154847,0.3804193292929052,0.0688547149859505,0.0936089583549407,30.29383814375997,0.880316966053633
401416594,2022,2,32.10668372160421,-18.718281783202343,0.2,away,Western Michigan,Ball State,37.0,0.0,0.0,31.979,0.251,0.026,12.168,2.4803079690171703,0.316684662037586,0.1111559176852563,0.0837759472937928,0.4464831901385454,0.1772870020280794,0.0927044472129211,36.882124532831085,1.0760887722608046
401404125,2022,2,94.24784291991271,-33.0154182131227,0.2,home,Notre Dame,Marshall,21.0,0.0,0.0,17.176,0.011,0.283,11.587,1.5444159770042551,0.1874148371861029,0.1055576460442852,0.1002793917095056,0.3434690979321006,-0.0452339389049135,0.0804256341863733,27.25972892431748,0.7585936241658926
401404125,2022,2,94.24784291991271,-33.0154182131227,0.2,away,Marshall,Notre Dame,26.0,0.0,0.0,28.245,0.159,0.063,11.983,2.245683443102098,0.2921180120737638,0.0907536432769111,0.0901070997591868,0.4296314840073615,0.129895750993395,0.0838903652846769,35.99027706149207,1.0195337548964245
401403877,2022,2,128.70671479267048,-22.714609872581065,0.2,home,Pittsburgh,Tennessee,27.0,0.0,0.0,25.548,0.117,0.088,12.582,2.0017677213688776,0.2545422847354384,0.0955898520463329,0.0889770083969287,0.390339557065995,0.0677381215001153,0.081139351054878,32.03145004203569,0.9183834173521798
401403877,2022,2,128.70671479267048,-22.714609872581065,0.2,away,Tennessee,Pittsburgh,34.0,0.0,0.0,38.588,0.465,0.013,12.872,2.683567830488601,0.3565839560924962,0.0850971475171701,0.079849354586444,0.4742249437943199,0.2468396401870715,0.1009943226317561,35.90349772608241,1.1280168635757886
401403878,2022,2,93.81664810340158,23.459840428807667,0.2,home,Texas A&M,App State,14.0,0.0,0.0,32.055,0.257,0.022,12.436,2.469556019970735,0.31323528422459,0.1156887411064398,0.1075646181872848,0.4030387730882774,0.1687207629530442,0.1041960649570358,35.36278026003267,1.0294212899980006
401403878,2022,2,93.81664810340158,23.459840428807667,0.2,away,App State,Texas A&M,17.0,0.0,0.0,22.678,0.072,0.156,12.493,1.7356454287161525,0.2233648558505344,0.0782731823110046,0.1107174511808132,0.4043831148869493,0.0769052387116761,0.0786670422186901,29.16152529701011,0.8496145586594331
401403977,2022,2,221.6224858625003,48.97892860441007,0.2,home,Air Force,Colorado,41.0,1.0,0.0,40.88,0.537,0.003,10.895,3.2866350989169635,0.4298004899013148,0.1177193506064539,0.0849578075768554,0.4898840040512099,0.454360862095198,0.1250589306397773,48.97144980631845,1.3245535625351796
401403977,2022,2,221.6224858625003,48.97892860441007,0.2,away,Colorado,Air Force,10.0,0.0,1.0,17.345,0.012,0.283,10.858,1.627624222892525,0.1939167927901258,0.1110728877162972,0.0793033591393962,0.3770899171869686,-0.0282379432163465,0.066207741379121,29.51518147363939,0.819757712321837
401403984,2022,2,112.19321012925457,29.387568279429782,0.2,home,Wisconsin,Washington State,14.0,0.0,0.0,24.026,0.076,0.114,11.488,2.009058001638745,0.2508974819133149,0.1063426835511653,0.1043721702994287,0.3983142756960631,0.1974318238032446,0.0859472005213047,34.03349760027897,0.9345345655772826
401403984,2022,2,112.19321012925457,29.387568279429782,0.2,away,Washington State,Wisconsin,17.0,0.0,0.0,14.74,0.006,0.389,11.787,1.3412108761159438,0.1655932888075709,0.0880212359708963,0.1539427455149868,0.350982268904542,-0.2279511095741641,0.0827414118161184,27.44211339773481,0.7189231017848611
401411102,2022,2,170.59855167245837,42.84682556619737,0.0,home,Clemson,Furman,35.0,0.0,0.0,32.742,0.269,0.025,12.243,2.467819425989504,0.3156275983008059,0.124363765163746,0.0977835371943541,0.4311016142575274,0.0802952244708161,0.0855831441229857,34.50428595528131,1.0557470625407297
401411102,2022,2,170.59855167245837,42.84682556619737,0.0,away,Furman,Clemson,12.0,0.0,0.0,16.65,0.014,0.33,12.217,1.3629731024923477,0.1703807603385001,0.0964057667085822,0.1170808175714465,0.3456310162001828,-0.1584034679867442,0.0609743924750401,25.012605456574743,0.7095390762976086
401415617,2022,2,48.79538442956732,7.570009281861701,0.2,home,Navy,Memphis,13.0,0.0,0.0,24.504,0.079,0.11,12.014,2.0154208552997317,0.2629572623834175,0.0781614622922267,0.0988369573967865,0.3973142489826919,0.0404012095726381,0.0711166299952381,32.997426819663545,0.9415094545654464
401415617,2022,2,48.79538442956732,7.570009281861701,0.2,away,Memphis,Navy,37.0,0.0,0.0,24.117,0.074,0.129,11.829,1.932285322356646,0.2478495477707819,0.0912191574129459,0.0930506915867676,0.3747562258322646,0.0770770804522009,0.0799737311311982,28.9073034109782,0.8820555048388422
401415619,2022,2,175.5405081729334,20.476952416888334,0.0,home,Cincinnati,Kennesaw State,63.0,1.0,0.0,32.451,0.264,0.024,11.907,2.468858972308159,0.3268769347367697,0.0987067496143419,0.093466325709059,0.4458746679253824,0.1583859981697316,0.1094600550946791,36.64990598420438,1.0817932661778964
401415619,2022,2,175.5405081729334,20.476952416888334,0.0,away,Kennesaw State,Cincinnati,10.0,0.0,1.0,23.173,0.067,0.144,11.973,1.9226049621430024,0.2469611668567768,0.1057693104231223,0.1263045761490781,0.3836178352383816,0.0082190964593921,0.0838676974834572,30.641873984270816,0.8825310501565322
401426545,2022,2,-20.749435282210243,-37.63570754798275,0.2,home,Charlotte,Maryland,21.0,0.0,0.0,20.812,0.042,0.184,11.71,1.754168936783027,0.2263393890454875,0.0767020471545205,0.0774235370921602,0.3618321303772334,-0.1660382135220326,0.0804092055191204,30.65203543696961,0.8567080582776911
401426545,2022,2,-20.749435282210243,-37.63570754798275,0.2,away,Maryland,Charlotte,56.0,1.0,0.0,41.446,0.555,0.005,11.79,2.9419119197321706,0.377961603565811,0.1179328255127071,0.0677290844686416,0.5085608552948232,0.3497312877877018,0.133384937401491,43.16461803624316,1.2550641106185343
401403872,2022,2,231.0472879216743,67.4100261712243,0.0,home,Georgia,Samford,33.0,0.0,0.0,50.666,0.816,0.0,11.261,3.750320192657525,0.5173579281997347,0.0939402505574917,0.0703308051484083,0.5430635434126377,0.3648629910719626,0.1311172672482437,49.38008592977901,1.443871610989364
401403872,2022,2,231.0472879216743,67.4100261712243,0.0,away,Samford,Georgia,0.0,0.0,1.0,17.248,0.013,0.279,11.495,1.495892165773316,0.1804821421641119,0.1117736119684596,0.1378511145181082,0.3807747252143652,-0.071540595566836,0.0747835244005083,30.459526854604533,0.788225668190357
401403976,2022,2,118.83982689385904,-5.861865065348411,0.2,home,California,UNLV,20.0,0.0,0.0,26.609,0.117,0.072,11.452,2.2165517002349397,0.2800081916993506,0.106695631585823,0.092799259133811,0.4130374199677241,0.1110610369568132,0.0767173569978475,34.17736859183951,0.992959759102824
